map_size,map_area,num_agents,agent_density,density,FRA,FRA_sq,FDA,FDA_sq,FRAxFDA,FRA_per_area,FDA_per_area,FRAxAgentDens,FDAxAgentDens,BN,MC,pred_raw,complexity_calibrated,curriculum_stage,success_rate
32,1024,2,0.001953125,0.1,0.8663793103448276,0.7506131093935792,0.79296875,0.6287994384765625,0.68701171875,0.0008460735452586207,0.000774383544921875,0.0016921470905172415,0.00154876708984375,0.094827586,1.0,0.7615846,0.75619835,3,0.8
32,1024,2,0.001953125,0.1,0.8663793103448276,0.7506131093935792,0.79296875,0.6287994384765625,0.68701171875,0.0008460735452586207,0.000774383544921875,0.0016921470905172415,0.00154876708984375,0.094827586,1.0,0.7615846,0.75619835,3,0.765
32,1024,2,0.001953125,0.3,0.6871069182389937,0.4721159170918872,0.62109375,0.3857574462890625,0.4267578125,0.0006710028498427673,0.000606536865234375,0.0013420056996855346,0.00121307373046875,0.094827586,1.0,0.8284371,0.553719,2,0.865
32,1024,2,0.001953125,0.5,0.4734513274336283,0.22415615944866468,0.44140625,0.1948394775390625,0.20898437499999997,0.0004623548119469026,0.000431060791015625,0.0009247096238938052,0.00086212158203125,0.094827586,1.0,0.9894696,0.07438017,0,0.985
32,1024,2,0.001953125,0.7,0.2984496124031007,0.08907217114356103,0.251953125,0.06348037719726562,0.07519531249999999,0.000291454699612403,0.0002460479736328125,0.000582909399224806,0.000492095947265625,0.094827586,1.0,0.92498285,0.30578515,1,0.99
32,1024,4,0.00390625,0.7,0.3091872791519434,0.09559677358938176,0.2763671875,0.07637882232666016,0.08544921874999997,0.0003019407022968197,0.00026988983154296875,0.0012077628091872788,0.001079559326171875,0.094827586,1.0,0.9801346,0.12396693,0,0.985
32,1024,4,0.00390625,0.5,0.4924892703862661,0.24254568144559674,0.455078125,0.20709609985351562,0.22412109375,0.000480946553111588,0.0004444122314453125,0.001923786212446352,0.00177764892578125,0.094827586,1.0,0.8451627,0.4876033,1,0.88
32,1024,4,0.00390625,0.3,0.6494252873563219,0.42175320385784126,0.5947265625,0.3536996841430664,0.38623046875,0.0006342043821839081,0.0005807876586914062,0.0025368175287356323,0.002323150634765625,0.094827586,1.0,0.85987824,0.42975208,1,0.86
32,1024,4,0.00390625,0.1,0.8801955990220048,0.7747442925377059,0.798828125,0.6381263732910156,0.703125,0.0008595660146699266,0.0007801055908203125,0.0034382640586797064,0.00312042236328125,0.094827586,1.0,0.7885304,0.6694215,2,0.74
32,1024,8,0.0078125,0.1,0.8782129742962056,0.7712580282221879,0.7978515625,0.6365671157836914,0.70068359375,0.0008576298577111383,0.0007791519165039062,0.006861038861689106,0.00623321533203125,0.094827586,1.0,0.7167047,0.9338843,3,0.715
32,1024,8,0.0078125,0.3,0.6492659053833605,0.4215462158932748,0.5986328125,0.35836124420166016,0.388671875,0.000634048735725938,0.0005846023559570312,0.005072389885807504,0.00467681884765625,0.094827586,1.0,0.7948423,0.60330576,2,0.825
32,1024,8,0.0078125,0.5,0.5010799136069114,0.2510810798203098,0.4521484375,0.2044382095336914,0.22656249999999997,0.0004893358531317494,0.00044155120849609375,0.003914686825053995,0.00353240966796875,0.094827586,1.0,0.94680154,0.21487604,0,0.815
32,1024,8,0.0078125,0.7,0.2988505747126437,0.08931166600607744,0.2548828125,0.06496524810791016,0.076171875,0.0002918462643678161,0.00024890899658203125,0.002334770114942529,0.00199127197265625,0.094827586,1.0,0.9881844,0.099173546,0,0.995
32,1024,16,0.015625,0.7,0.3118466898954704,0.09724835799876166,0.2802734375,0.0785531997680664,0.08740234375,0.0003045377831010453,0.00027370452880859375,0.004872604529616725,0.0043792724609375,0.094827586,1.0,0.93468326,0.28099176,1,0.945
32,1024,16,0.015625,0.5,0.4859002169197396,0.23609902080265002,0.4501953125,0.20267581939697266,0.21874999999999997,0.0004745119305856832,0.00043964385986328125,0.0075921908893709315,0.0070343017578125,0.094827586,1.0,0.9127867,0.3471074,1,0.9
32,1024,16,0.015625,0.3,0.7106446776611695,0.5050158578881474,0.6513671875,0.42427921295166016,0.462890625,0.0006939889430284858,0.0006361007690429688,0.011103823088455773,0.0101776123046875,0.094827586,1.0,0.7393438,0.8512397,3,0.735
32,1024,16,0.015625,0.1,0.8869987849331713,0.7867668444729223,0.8037109375,0.6459512710571289,0.712890625,0.0008662097509113001,0.0007848739624023438,0.013859356014580802,0.0125579833984375,0.094827586,1.0,0.75525403,0.785124,3,0.77
64,4096,16,0.00390625,0.1,0.8824127906976744,0.7786523331868578,0.83984375,0.7053375244140625,0.7410888671875,0.00021543281022892442,0.00020503997802734375,0.0034469249636627907,0.0032806396484375,0.067396313,1.0,0.7177077,0.91322315,3,0.715
64,4096,16,0.00390625,0.3,0.6920810313075506,0.47897615389572284,0.662841796875,0.43935924768447876,0.458740234375,0.00016896509553406997,0.00016182661056518555,0.0027034415285451196,0.0025892257690429688,0.376860119047619,0.0344827586206896,0.7899333,0.6322314,2,0.72
64,4096,16,0.00390625,0.5,0.5046201232032854,0.25464146874169896,0.4755859375,0.2261819839477539,0.239990234375,0.0001231982722664271,0.00011610984802246094,0.0019711723562628337,0.001857757568359375,0.7036458333333333,0.003521127,0.93878806,0.2520661,1,0.94
64,4096,16,0.00390625,0.7,0.3021295474711624,0.09128226345512937,0.275146484375,0.07570558786392212,0.0831298828125,7.376209655057675e-05,6.717443466186523e-05,0.001180193544809228,0.0010747909545898438,0.9131190269331017,0.00203666,0.9746307,0.15289256,0,0.98
64,4096,8,0.001953125,0.7,0.3269881556683587,0.10692125394739478,0.28857421875,0.08327507972717285,0.0943603515625,7.983109269247039e-05,7.045269012451172e-05,0.0006386487415397631,0.0005636215209960938,0.9131190269331017,0.00203666,0.99014133,0.03719008,0,0.99
64,4096,8,0.001953125,0.5,0.49795605518651,0.24796023289691058,0.477783203125,0.228276789188385,0.2379150390625,0.00012157130253576904,0.00011664628982543945,0.0009725704202861523,0.0009331703186035156,0.7036458333333333,0.003521127,0.8678973,0.4090909,1,0.88
64,4096,8,0.001953125,0.3,0.688876446435237,0.47455075845324,0.654052734375,0.4277849793434143,0.4505615234375,0.0001681827261804778,0.00015968084335327148,0.0013454618094438224,0.0012774467468261719,0.376860119047619,0.0344827586206896,0.80783856,0.5826446,2,0.76
64,4096,8,0.001953125,0.1,0.8942914515203672,0.7997572002624052,0.85107421875,0.7243273258209229,0.7611083984375,0.00021833287390633964,0.00020778179168701172,0.001746662991250717,0.0016622543334960938,0.067396313,1.0,0.7692277,0.7231405,2,0.72
64,4096,4,0.0009765625,0.1,0.8835120254998551,0.7805934992028566,0.842529296875,0.7098556160926819,0.744384765625,0.00021570117810055056,0.00020569562911987305,0.0008628047124022022,0.0008227825164794922,0.067396313,1.0,0.7854235,0.69008267,2,0.73
64,4096,4,0.0009765625,0.3,0.6903356694946514,0.4765633365766286,0.661865234375,0.4380655884742737,0.4569091796875,0.00016853898181021763,0.00016158819198608398,0.0006741559272408705,0.0006463527679443359,0.376860119047619,0.0344827586206896,0.8425532,0.5082644,2,0.84
64,4096,4,0.0009765625,0.5,0.4890795631825273,0.23919881912281174,0.469482421875,0.22041374444961548,0.2296142578125,0.00011940419023010921,0.00011461973190307617,0.00047761676092043684,0.0004584789276123047,0.7036458333333333,0.003521127,0.78005373,0.7066116,2,0.87
64,4096,4,0.0009765625,0.7,0.2965271593944791,0.08792835625855881,0.274169921875,0.0751691460609436,0.08129882812500001,7.239432602404275e-05,6.693601608276367e-05,0.000289577304096171,0.0002677440643310547,0.9131190269331017,0.00203666,0.9723178,0.1694215,0,0.955
64,4096,2,0.00048828125,0.7,0.3073630136986301,0.09447202218990429,0.28515625,0.0813140869140625,0.087646484375,7.503979826626712e-05,6.961822509765625e-05,0.00015007959653253424,0.0001392364501953125,0.9131190269331017,0.00203666,0.99011546,0.053719006,0,0.995
64,4096,2,0.00048828125,0.5,0.4981799271970878,0.2481832398620957,0.469482421875,0.22041374444961548,0.23388671874999997,0.00012162595878835152,0.00011461973190307617,0.00024325191757670303,0.00022923946380615234,0.7036458333333333,0.003521127,0.71106434,0.9545455,3,0.665
64,4096,2,0.00048828125,0.3,0.6907943578322198,0.47719684481282887,0.65771484375,0.4325888156890869,0.454345703125,0.00016865096626763178,0.00016057491302490234,0.00033730193253526356,0.0003211498260498047,0.376860119047619,0.0344827586206896,0.73989606,0.8305785,3,0.84
64,4096,2,0.00048828125,0.1,0.8807937427578215,0.7757976172813315,0.8427734375,0.7102670669555664,0.7423095703125,0.00021503753485298377,0.00020575523376464844,0.00043007506970596754,0.0004115104675292969,0.067396313,1.0,0.83800673,0.5247934,2,0.84
96,9216,2,0.00021701388888888888,0.1,0.890642686454534,0.7932443949349495,0.8627387152777778,0.7443180908391506,0.7683919270833334,9.664091649897287e-05,9.36131418487172e-05,0.00019328183299794575,0.0001872262836974344,0.060301508,1.0,0.7551186,0.8057851,3,0.755
96,9216,2,0.00021701388888888888,0.3,0.7010450160771704,0.49146411456664013,0.6749131944444444,0.45550782003520446,0.47314453124999994,7.60682526125402e-05,7.323276849440587e-05,0.00015213650522508037,0.0001464655369888117,0.3516572352465643,0.0117647058823529,0.8545099,0.45041323,1,0.855
96,9216,2,0.00021701388888888888,0.5,0.4955742169768497,0.24559380453221774,0.4780815972222222,0.2285620136025511,0.23692491319444442,5.377324402960609e-05,5.1875173309702934e-05,0.00010754648805921218,0.00010375034661940585,0.6965454955972002,0.001636661,0.88897413,0.39256197,1,0.855
96,9216,2,0.00021701388888888888,0.7,0.2878673700075358,0.08286762271505553,0.2879774305555556,0.08293100050937983,0.08289930555555557,3.1235608724776025e-05,3.124755105854553e-05,6.247121744955204e-05,6.249510211709105e-05,0.9227289860535244,0.000853971,0.9975472,0.020661157,0,0.995
96,9216,4,0.00043402777777777775,0.7,0.299150036954915,0.089490744610127,0.2936197916666667,0.08621258205837674,0.08783637152777778,3.245985644042046e-05,3.1859786422164356e-05,0.00012983942576168185,0.0001274391456886574,0.9227289860535244,0.000853971,0.7885689,0.6487603,2,0.735
96,9216,4,0.00043402777777777775,0.5,0.4945317840054682,0.24456168539163106,0.4762369791666667,0.22680166032579213,0.23551432291666669,5.366013281309334e-05,5.167501944082755e-05,0.00021464053125237336,0.00020670007776331018,0.6965454955972002,0.001636661,0.91530263,0.3264463,1,0.925
96,9216,4,0.00043402777777777775,0.3,0.6845063538611925,0.4685489484763441,0.666015625,0.4435768127441406,0.4558919270833333,7.427369291028565e-05,7.226732042100694e-05,0.00029709477164114256,0.00028906928168402775,0.3516572352465643,0.0117647058823529,0.8470058,0.46694213,1,0.835
96,9216,4,0.00043402777777777775,0.1,0.8904893697320417,0.7929713176057689,0.8625217013888888,0.7439436853667836,0.7680664062499999,9.6624280569883e-05,9.358959433473186e-05,0.00038649712227953196,0.00037435837733892745,0.060301508,1.0,0.721778,0.88842976,3,0.625
96,9216,8,0.0008680555555555555,0.1,0.8892245720040282,0.790720339455747,0.8619791666666666,0.743008083767361,0.7664930555555555,9.648704123307597e-05,9.353072554976852e-05,0.0007718963298646077,0.0007482458043981481,0.060301508,1.0,0.70899487,0.97107434,3,0.71
32,1024,2,0.001953125,0.1,0.8663793103448276,0.7506131093935792,0.79296875,0.6287994384765625,0.68701171875,0.0008460735452586207,0.000774383544921875,0.0016921470905172415,0.00154876708984375,0.094827586,1.0,0.7615846,0.75619835,3,0.795
32,1024,2,0.001953125,0.3,0.6871069182389937,0.4721159170918872,0.62109375,0.3857574462890625,0.4267578125,0.0006710028498427673,0.000606536865234375,0.0013420056996855346,0.00121307373046875,0.094827586,1.0,0.8284371,0.553719,2,0.88
32,1024,2,0.001953125,0.5,0.4734513274336283,0.22415615944866468,0.44140625,0.1948394775390625,0.20898437499999997,0.0004623548119469026,0.000431060791015625,0.0009247096238938052,0.00086212158203125,0.094827586,1.0,0.9894696,0.07438017,0,0.99
32,1024,2,0.001953125,0.7,0.2984496124031007,0.08907217114356103,0.251953125,0.06348037719726562,0.07519531249999999,0.000291454699612403,0.0002460479736328125,0.000582909399224806,0.000492095947265625,0.094827586,1.0,0.92498285,0.30578515,1,1.0
32,1024,4,0.00390625,0.7,0.3091872791519434,0.09559677358938176,0.2763671875,0.07637882232666016,0.08544921874999997,0.0003019407022968197,0.00026988983154296875,0.0012077628091872788,0.001079559326171875,0.094827586,1.0,0.9801346,0.12396693,0,0.975
32,1024,4,0.00390625,0.5,0.4924892703862661,0.24254568144559674,0.455078125,0.20709609985351562,0.22412109375,0.000480946553111588,0.0004444122314453125,0.001923786212446352,0.00177764892578125,0.094827586,1.0,0.8451627,0.4876033,1,0.9
32,1024,4,0.00390625,0.3,0.6494252873563219,0.42175320385784126,0.5947265625,0.3536996841430664,0.38623046875,0.0006342043821839081,0.0005807876586914062,0.0025368175287356323,0.002323150634765625,0.094827586,1.0,0.85987824,0.42975208,1,0.86
32,1024,4,0.00390625,0.1,0.8801955990220048,0.7747442925377059,0.798828125,0.6381263732910156,0.703125,0.0008595660146699266,0.0007801055908203125,0.0034382640586797064,0.00312042236328125,0.094827586,1.0,0.7885304,0.6694215,2,0.76
32,1024,8,0.0078125,0.1,0.8782129742962056,0.7712580282221879,0.7978515625,0.6365671157836914,0.70068359375,0.0008576298577111383,0.0007791519165039062,0.006861038861689106,0.00623321533203125,0.094827586,1.0,0.7167047,0.9338843,3,0.72
32,1024,8,0.0078125,0.3,0.6492659053833605,0.4215462158932748,0.5986328125,0.35836124420166016,0.388671875,0.000634048735725938,0.0005846023559570312,0.005072389885807504,0.00467681884765625,0.094827586,1.0,0.7948423,0.60330576,2,0.78
32,1024,8,0.0078125,0.5,0.5010799136069114,0.2510810798203098,0.4521484375,0.2044382095336914,0.22656249999999997,0.0004893358531317494,0.00044155120849609375,0.003914686825053995,0.00353240966796875,0.094827586,1.0,0.94680154,0.21487604,0,0.965
32,1024,8,0.0078125,0.7,0.2988505747126437,0.08931166600607744,0.2548828125,0.06496524810791016,0.076171875,0.0002918462643678161,0.00024890899658203125,0.002334770114942529,0.00199127197265625,0.094827586,1.0,0.9881844,0.099173546,0,0.995
32,1024,16,0.015625,0.7,0.3118466898954704,0.09724835799876166,0.2802734375,0.0785531997680664,0.08740234375,0.0003045377831010453,0.00027370452880859375,0.004872604529616725,0.0043792724609375,0.094827586,1.0,0.93468326,0.28099176,1,0.915
32,1024,16,0.015625,0.5,0.4859002169197396,0.23609902080265002,0.4501953125,0.20267581939697266,0.21874999999999997,0.0004745119305856832,0.00043964385986328125,0.0075921908893709315,0.0070343017578125,0.094827586,1.0,0.9127867,0.3471074,1,0.895
32,1024,16,0.015625,0.3,0.7106446776611695,0.5050158578881474,0.6513671875,0.42427921295166016,0.462890625,0.0006939889430284858,0.0006361007690429688,0.011103823088455773,0.0101776123046875,0.094827586,1.0,0.7393438,0.8512397,3,0.785
32,1024,16,0.015625,0.1,0.8869987849331713,0.7867668444729223,0.8037109375,0.6459512710571289,0.712890625,0.0008662097509113001,0.0007848739624023438,0.013859356014580802,0.0125579833984375,0.094827586,1.0,0.75525403,0.785124,3,0.78
32,1024,2,0.001953125,0.1,0.8663793103448276,0.7506131093935792,0.79296875,0.6287994384765625,0.68701171875,0.0008460735452586207,0.000774383544921875,0.0016921470905172415,0.00154876708984375,0.094827586,1.0,0.7615846,0.75619835,3,0.715
32,1024,2,0.001953125,0.3,0.6871069182389937,0.4721159170918872,0.62109375,0.3857574462890625,0.4267578125,0.0006710028498427673,0.000606536865234375,0.0013420056996855346,0.00121307373046875,0.094827586,1.0,0.8284371,0.553719,2,0.73
32,1024,2,0.001953125,0.5,0.4734513274336283,0.22415615944866468,0.44140625,0.1948394775390625,0.20898437499999997,0.0004623548119469026,0.000431060791015625,0.0009247096238938052,0.00086212158203125,0.094827586,1.0,0.9894696,0.07438017,0,0.995
32,1024,2,0.001953125,0.7,0.2984496124031007,0.08907217114356103,0.251953125,0.06348037719726562,0.07519531249999999,0.000291454699612403,0.0002460479736328125,0.000582909399224806,0.000492095947265625,0.094827586,1.0,0.92498285,0.30578515,1,0.925
