map_size,map_area,num_agents,agent_density,density,FRA,FRA_sq,FDA,FDA_sq,FRAxFDA,FRA_per_area,FDA_per_area,FRAxAgentDens,FDAxAgentDens,BN,MC,pred_raw,complexity_calibrated,curriculum_stage,success_rate
32,1024,4,0.00390625,0.7,0.3091872791519434,0.09559677358938176,0.2763671875,0.07637882232666016,0.08544921874999997,0.0003019407022968197,0.00026988983154296875,0.0012077628091872788,0.001079559326171875,0.094827586,1.0,0.9801346,0.12396693,0,0.99
32,1024,4,0.00390625,0.5,0.4924892703862661,0.24254568144559674,0.455078125,0.20709609985351562,0.22412109375,0.000480946553111588,0.0004444122314453125,0.001923786212446352,0.00177764892578125,0.094827586,1.0,0.8451627,0.4876033,1,0.815
32,1024,4,0.00390625,0.3,0.6494252873563219,0.42175320385784126,0.5947265625,0.3536996841430664,0.38623046875,0.0006342043821839081,0.0005807876586914062,0.0025368175287356323,0.002323150634765625,0.094827586,1.0,0.85987824,0.42975208,1,0.86
32,1024,4,0.00390625,0.1,0.8801955990220048,0.7747442925377059,0.798828125,0.6381263732910156,0.703125,0.0008595660146699266,0.0007801055908203125,0.0034382640586797064,0.00312042236328125,0.094827586,1.0,0.7885304,0.6694215,2,0.855
32,1024,8,0.0078125,0.1,0.8782129742962056,0.7712580282221879,0.7978515625,0.6365671157836914,0.70068359375,0.0008576298577111383,0.0007791519165039062,0.006861038861689106,0.00623321533203125,0.094827586,1.0,0.7167047,0.9338843,3,0.81
32,1024,8,0.0078125,0.3,0.6492659053833605,0.4215462158932748,0.5986328125,0.35836124420166016,0.388671875,0.000634048735725938,0.0005846023559570312,0.005072389885807504,0.00467681884765625,0.094827586,1.0,0.7948423,0.60330576,2,0.81
32,1024,8,0.0078125,0.5,0.5010799136069114,0.2510810798203098,0.4521484375,0.2044382095336914,0.22656249999999997,0.0004893358531317494,0.00044155120849609375,0.003914686825053995,0.00353240966796875,0.094827586,1.0,0.94680154,0.21487604,0,0.93
32,1024,8,0.0078125,0.7,0.2988505747126437,0.08931166600607744,0.2548828125,0.06496524810791016,0.076171875,0.0002918462643678161,0.00024890899658203125,0.002334770114942529,0.00199127197265625,0.094827586,1.0,0.9881844,0.099173546,0,0.98
32,1024,16,0.015625,0.7,0.3118466898954704,0.09724835799876166,0.2802734375,0.0785531997680664,0.08740234375,0.0003045377831010453,0.00027370452880859375,0.004872604529616725,0.0043792724609375,0.094827586,1.0,0.93468326,0.28099176,1,0.94
32,1024,16,0.015625,0.5,0.4859002169197396,0.23609902080265002,0.4501953125,0.20267581939697266,0.21874999999999997,0.0004745119305856832,0.00043964385986328125,0.0075921908893709315,0.0070343017578125,0.094827586,1.0,0.9127867,0.3471074,1,0.925
32,1024,16,0.015625,0.3,0.7106446776611695,0.5050158578881474,0.6513671875,0.42427921295166016,0.462890625,0.0006939889430284858,0.0006361007690429688,0.011103823088455773,0.0101776123046875,0.094827586,1.0,0.7393438,0.8512397,3,0.745
32,1024,16,0.015625,0.1,0.8869987849331713,0.7867668444729223,0.8037109375,0.6459512710571289,0.712890625,0.0008662097509113001,0.0007848739624023438,0.013859356014580802,0.0125579833984375,0.094827586,1.0,0.75525403,0.785124,3,0.72
64,4096,16,0.00390625,0.1,0.8824127906976744,0.7786523331868578,0.83984375,0.7053375244140625,0.7410888671875,0.00021543281022892442,0.00020503997802734375,0.0034469249636627907,0.0032806396484375,0.067396313,1.0,0.7177077,0.91322315,3,0.72
64,4096,16,0.00390625,0.3,0.6920810313075506,0.47897615389572284,0.662841796875,0.43935924768447876,0.458740234375,0.00016896509553406997,0.00016182661056518555,0.0027034415285451196,0.0025892257690429688,0.376860119047619,0.0344827586206896,0.7899333,0.6322314,2,0.79
64,4096,16,0.00390625,0.5,0.5046201232032854,0.25464146874169896,0.4755859375,0.2261819839477539,0.239990234375,0.0001231982722664271,0.00011610984802246094,0.0019711723562628337,0.001857757568359375,0.7036458333333333,0.003521127,0.93878806,0.2520661,1,0.895
64,4096,16,0.00390625,0.7,0.3021295474711624,0.09128226345512937,0.275146484375,0.07570558786392212,0.0831298828125,7.376209655057675e-05,6.717443466186523e-05,0.001180193544809228,0.0010747909545898438,0.9131190269331017,0.00203666,0.9746307,0.15289256,0,0.97
64,4096,8,0.001953125,0.7,0.3269881556683587,0.10692125394739478,0.28857421875,0.08327507972717285,0.0943603515625,7.983109269247039e-05,7.045269012451172e-05,0.0006386487415397631,0.0005636215209960938,0.9131190269331017,0.00203666,0.99014133,0.03719008,0,0.99
64,4096,8,0.001953125,0.5,0.49795605518651,0.24796023289691058,0.477783203125,0.228276789188385,0.2379150390625,0.00012157130253576904,0.00011664628982543945,0.0009725704202861523,0.0009331703186035156,0.7036458333333333,0.003521127,0.8678973,0.4090909,1,0.855
64,4096,8,0.001953125,0.3,0.688876446435237,0.47455075845324,0.654052734375,0.4277849793434143,0.4505615234375,0.0001681827261804778,0.00015968084335327148,0.0013454618094438224,0.0012774467468261719,0.376860119047619,0.0344827586206896,0.80783856,0.5826446,2,0.855
64,4096,8,0.001953125,0.1,0.8942914515203672,0.7997572002624052,0.85107421875,0.7243273258209229,0.7611083984375,0.00021833287390633964,0.00020778179168701172,0.001746662991250717,0.0016622543334960938,0.067396313,1.0,0.7692277,0.7231405,2,0.77
64,4096,4,0.0009765625,0.1,0.8835120254998551,0.7805934992028566,0.842529296875,0.7098556160926819,0.744384765625,0.00021570117810055056,0.00020569562911987305,0.0008628047124022022,0.0008227825164794922,0.067396313,1.0,0.7854235,0.69008267,2,0.835
64,4096,4,0.0009765625,0.3,0.6903356694946514,0.4765633365766286,0.661865234375,0.4380655884742737,0.4569091796875,0.00016853898181021763,0.00016158819198608398,0.0006741559272408705,0.0006463527679443359,0.376860119047619,0.0344827586206896,0.8425532,0.5082644,2,0.845
64,4096,4,0.0009765625,0.5,0.4890795631825273,0.23919881912281174,0.469482421875,0.22041374444961548,0.2296142578125,0.00011940419023010921,0.00011461973190307617,0.00047761676092043684,0.0004584789276123047,0.7036458333333333,0.003521127,0.78005373,0.7066116,2,0.7
64,4096,4,0.0009765625,0.7,0.2965271593944791,0.08792835625855881,0.274169921875,0.0751691460609436,0.08129882812500001,7.239432602404275e-05,6.693601608276367e-05,0.000289577304096171,0.0002677440643310547,0.9131190269331017,0.00203666,0.9723178,0.1694215,0,0.99
64,4096,2,0.00048828125,0.7,0.3073630136986301,0.09447202218990429,0.28515625,0.0813140869140625,0.087646484375,7.503979826626712e-05,6.961822509765625e-05,0.00015007959653253424,0.0001392364501953125,0.9131190269331017,0.00203666,0.99011546,0.053719006,0,0.985
64,4096,2,0.00048828125,0.5,0.4981799271970878,0.2481832398620957,0.469482421875,0.22041374444961548,0.23388671874999997,0.00012162595878835152,0.00011461973190307617,0.00024325191757670303,0.00022923946380615234,0.7036458333333333,0.003521127,0.71106434,0.9545455,3,0.755
64,4096,2,0.00048828125,0.3,0.6907943578322198,0.47719684481282887,0.65771484375,0.4325888156890869,0.454345703125,0.00016865096626763178,0.00016057491302490234,0.00033730193253526356,0.0003211498260498047,0.376860119047619,0.0344827586206896,0.73989606,0.8305785,3,0.74
64,4096,2,0.00048828125,0.1,0.8807937427578215,0.7757976172813315,0.8427734375,0.7102670669555664,0.7423095703125,0.00021503753485298377,0.00020575523376464844,0.00043007506970596754,0.0004115104675292969,0.067396313,1.0,0.83800673,0.5247934,2,0.76
96,9216,2,0.00021701388888888888,0.1,0.890642686454534,0.7932443949349495,0.8627387152777778,0.7443180908391506,0.7683919270833334,9.664091649897287e-05,9.36131418487172e-05,0.00019328183299794575,0.0001872262836974344,0.060301508,1.0,0.7551186,0.8057851,3,0.765
96,9216,2,0.00021701388888888888,0.3,0.7010450160771704,0.49146411456664013,0.6749131944444444,0.45550782003520446,0.47314453124999994,7.60682526125402e-05,7.323276849440587e-05,0.00015213650522508037,0.0001464655369888117,0.3516572352465643,0.0117647058823529,0.8545099,0.45041323,1,0.855
96,9216,2,0.00021701388888888888,0.5,0.4955742169768497,0.24559380453221774,0.4780815972222222,0.2285620136025511,0.23692491319444442,5.377324402960609e-05,5.1875173309702934e-05,0.00010754648805921218,0.00010375034661940585,0.6965454955972002,0.001636661,0.88897413,0.39256197,1,0.92
96,9216,2,0.00021701388888888888,0.7,0.2878673700075358,0.08286762271505553,0.2879774305555556,0.08293100050937983,0.08289930555555557,3.1235608724776025e-05,3.124755105854553e-05,6.247121744955204e-05,6.249510211709105e-05,0.9227289860535244,0.000853971,0.9975472,0.020661157,0,1.0
96,9216,4,0.00043402777777777775,0.7,0.299150036954915,0.089490744610127,0.2936197916666667,0.08621258205837674,0.08783637152777778,3.245985644042046e-05,3.1859786422164356e-05,0.00012983942576168185,0.0001274391456886574,0.9227289860535244,0.000853971,0.7885689,0.6487603,2,0.845
96,9216,4,0.00043402777777777775,0.5,0.4945317840054682,0.24456168539163106,0.4762369791666667,0.22680166032579213,0.23551432291666669,5.366013281309334e-05,5.167501944082755e-05,0.00021464053125237336,0.00020670007776331018,0.6965454955972002,0.001636661,0.91530263,0.3264463,1,0.905
96,9216,4,0.00043402777777777775,0.3,0.6845063538611925,0.4685489484763441,0.666015625,0.4435768127441406,0.4558919270833333,7.427369291028565e-05,7.226732042100694e-05,0.00029709477164114256,0.00028906928168402775,0.3516572352465643,0.0117647058823529,0.8470058,0.46694213,1,0.86
96,9216,4,0.00043402777777777775,0.1,0.8904893697320417,0.7929713176057689,0.8625217013888888,0.7439436853667836,0.7680664062499999,9.6624280569883e-05,9.358959433473186e-05,0.00038649712227953196,0.00037435837733892745,0.060301508,1.0,0.721778,0.88842976,3,0.72
96,9216,8,0.0008680555555555555,0.1,0.8892245720040282,0.790720339455747,0.8619791666666666,0.743008083767361,0.7664930555555555,9.648704123307597e-05,9.353072554976852e-05,0.0007718963298646077,0.0007482458043981481,0.060301508,1.0,0.70899487,0.97107434,3,0.73
96,9216,8,0.0008680555555555555,0.3,0.6828449828122443,0.46627727055185414,0.6628689236111112,0.4393952098893531,0.45263671875000006,7.409342261417582e-05,7.192588146821953e-05,0.0005927473809134064,0.0005754070517457562,0.3516572352465643,0.0117647058823529,0.7511059,0.8181818,3,0.75
96,9216,8,0.0008680555555555555,0.5,0.4816321785631248,0.23196955542746173,0.4666883680555556,0.21779803287835772,0.22477213541666666,5.226043604200573e-05,5.063892882547261e-05,0.0004180834883360458,0.00040511143060378087,0.6965454955972002,0.001636661,0.90517026,0.36363637,1,0.905
96,9216,8,0.0008680555555555555,0.7,0.281825303564434,0.07942550172918539,0.2770182291666667,0.07673909929063587,0.07807074652777779,3.0580002556904736e-05,3.005840160228588e-05,0.00024464002045523783,0.00024046721281828704,0.9227289860535244,0.000853971,0.9006636,0.38016528,1,0.9
96,9216,16,0.001736111111111111,0.7,0.3002257336343115,0.09013549113626056,0.2884114583333333,0.08318116929796006,0.08658854166666666,3.257657700025081e-05,3.12946460865162e-05,0.000521225232004013,0.0005007143373842592,0.9227289860535244,0.000853971,0.93630236,0.2644628,1,0.935
96,9216,16,0.001736111111111111,0.5,0.5055791118054006,0.25561023829393775,0.4862196180555556,0.23640951698209034,0.24582248263888892,5.485884459694017e-05,5.275820508415316e-05,0.0008777415135510426,0.0008441312813464506,0.6965454955972002,0.001636661,0.9445431,0.23140496,0,0.945
96,9216,16,0.001736111111111111,0.3,0.6915782706525233,0.47828050443873477,0.6751302083333334,0.4558007982042101,0.4669053819444445,7.504104499267831e-05,7.325631600839121e-05,0.0012006567198828528,0.0011721010561342592,0.3516572352465643,0.0117647058823529,0.82926947,0.5371901,2,0.83
96,9216,16,0.001736111111111111,0.1,0.8941825476429288,0.7995624285091987,0.8654513888888888,0.7490061065297067,0.7738715277777778,9.702501602028307e-05,9.390748577353394e-05,0.001552400256324529,0.001502519772376543,0.060301508,1.0,0.6999714,0.9834711,3,0.7
128,16384,16,0.0009765625,0.1,0.8912022432527165,0.794241438378674,0.87066650390625,0.758060161024332,0.77593994140625,5.439466816728006e-05,5.3141266107559204e-05,0.0008703146906764809,0.0008502602577209473,0.058646511,0.5,0.5970443,1.0,3,0.595
128,16384,16,0.0009765625,0.3,0.6929023508137432,0.4801136677632116,0.675048828125,0.4556909203529358,0.467742919921875,4.229140324790913e-05,4.120171070098877e-05,0.0006766624519665461,0.0006592273712158203,0.354577369700243,0.006756757,0.76303315,0.7355372,2,0.745
128,16384,16,0.0009765625,0.5,0.4928281289667428,0.24287956470086045,0.4808349609375,0.23120225965976715,0.23696899414062497,3.0079841855880296e-05,2.934783697128296e-05,0.00048127746969408474,0.00046956539154052734,0.6958438287153652,0.000925069,0.9487439,0.1983471,0,0.95
128,16384,16,0.0009765625,0.7,0.2981902356902356,0.08891741666099827,0.2900390625,0.0841226577758789,0.08648681640624997,1.8200087627577857e-05,1.7702579498291016e-05,0.0002912014020412457,0.00028324127197265625,0.9177361666316012,0.000489476,0.9689701,0.19008264,0,0.97
128,16384,8,0.00048828125,0.7,0.2929100529100529,0.08579629909576998,0.28839111328125,0.08316943421959877,0.08447265625,1.7877810846560846e-05,1.7601996660232544e-05,0.00014302248677248677,0.00014081597328186035,0.9177361666316012,0.000489476,0.9701903,0.18181819,0,0.97
128,16384,8,0.00048828125,0.5,0.4872039724980901,0.23736771081791974,0.4793701171875,0.22979570925235748,0.23355102539062497,2.9736570587041633e-05,2.9258430004119873e-05,0.00023789256469633306,0.00023406744003295898,0.6958438287153652,0.000925069,0.90179145,0.37190083,1,0.9
128,16384,8,0.00048828125,0.3,0.6894774905080455,0.475379209917272,0.6751708984375,0.45585574209690094,0.46551513671875,4.208236636401645e-05,4.120916128158569e-05,0.0003366589309121316,0.00032967329025268555,0.354577369700243,0.006756757,0.81888,0.57024795,2,0.82
128,16384,8,0.00048828125,0.1,0.8932871342573149,0.7979619042296461,0.8719482421875,0.7602937370538712,0.778900146484375,5.452191981550994e-05,5.3219497203826904e-05,0.00043617535852407953,0.00042575597763061523,0.058646511,0.5,0.6596909,0.9917355,3,0.66
128,16384,4,0.000244140625,0.1,0.8928321433571329,0.7971492362116919,0.8719482421875,0.7602937370538712,0.77850341796875,5.4494149374825006e-05,5.3219497203826904e-05,0.00021797659749930002,0.00021287798881530762,0.058646511,0.5,0.7184197,0.90082645,3,0.72
128,16384,4,0.000244140625,0.3,0.6906947444204463,0.47705922997002564,0.67822265625,0.45998597145080566,0.46844482421874994,4.2156661646755757e-05,4.139542579650879e-05,0.00016862664658702303,0.00016558170318603516,0.354577369700243,0.006756757,0.7905448,0.6198347,2,0.76
128,16384,4,0.000244140625,0.5,0.498166181864171,0.2481695447531263,0.48260498046875,0.23290756717324257,0.24041748046875,3.0405650748545593e-05,2.9455870389938354e-05,0.00012162260299418237,0.00011782348155975342,0.6958438287153652,0.000925069,0.97907466,0.14049587,0,0.98
128,16384,4,0.000244140625,0.7,0.2986627043090639,0.08919941094520333,0.28753662109375,0.08267730847001076,0.08587646484375,1.8228924823551263e-05,1.7549842596054077e-05,7.291569929420505e-05,7.019937038421631e-05,0.9177361666316012,0.000489476,1.000308,0.0,0,1.0
128,16384,2,0.0001220703125,0.7,0.3019242836226731,0.09115827304106434,0.29180908203125,0.08515254035592079,0.088104248046875,1.842799582657917e-05,1.781061291694641e-05,3.685599165315834e-05,3.562122583389282e-05,0.9177361666316012,0.000489476,1.0001087,0.008264462,0,1.0
128,16384,2,0.0001220703125,0.5,0.4942781690140845,0.2443109083639159,0.4853515625,0.2355661392211914,0.239898681640625,3.0168345276738556e-05,2.962350845336914e-05,6.033669055347711e-05,5.924701690673828e-05,0.6958438287153652,0.000925069,0.9407645,0.23966943,0,0.915
128,16384,2,0.0001220703125,0.3,0.6895522388059702,0.47548229004232573,0.67474365234375,0.45527899637818336,0.46527099609375,4.20869286380597e-05,4.118308424949646e-05,8.41738572761194e-05,8.236616849899292e-05,0.354577369700243,0.006756757,0.7307608,0.8677686,3,0.73
128,16384,2,0.0001220703125,0.1,0.8916181932861448,0.794983002598849,0.87091064453125,0.7584853507578373,0.776519775390625,5.442005574256255e-05,5.315616726875305e-05,0.0001088401114851251,0.0001063123345375061,0.058646511,0.5,0.73068315,0.87603307,3,0.73
