Episode,Map,Size,Agents,Density,Reward,Moving Cost,Detour Percentage,Average Loss,Average Epsilon,Success
9,map_27,64,8,0.7,-0.04,5.0,400.0,0.0018225950771011412,0.982450000000004,1
0,map_28,64,16,0.1,-1.7000000000000006,0.0,0.0,0.0106541847292101,0.9954100000000012,0
1,map_28,64,16,0.1,-2.2999999999999985,0.0,0.0,0.0006461367433075793,0.9855100000000033,0
2,map_28,64,16,0.1,-2.1000000000000005,0.0,0.0,0.00027387446066963353,0.973810000000006,0
3,map_28,64,16,0.1,-3.2999999999999954,0.0,0.0,0.00019204686250304804,0.9603100000000092,0
4,map_28,64,16,0.1,-2.199999999999998,0.0,0.0,0.0008483610046419522,0.9450100000000129,0
5,map_28,64,16,0.1,-3.199999999999992,0.0,0.0,0.0003619305989559507,0.9279100000000162,0
6,map_28,64,16,0.1,-3.7999999999999936,0.0,0.0,0.0003781749575203073,0.9090100000000212,0
7,map_28,64,16,0.1,-3.5999999999999903,0.0,0.0,0.00032376635511658,0.8883100000000259,0
8,map_28,64,16,0.1,-4.899999999999987,0.0,0.0,0.00039573232184361235,0.8658100000000316,0
9,map_28,64,16,0.1,-4.999999999999988,0.0,0.0,0.0004569697596057917,0.8415100000000368,0
0,map_29,64,16,0.3,-2.099999999999999,0.0,0.0,0.0011916948034951247,0.9954100000000012,0
1,map_29,64,16,0.3,-2.100000000000001,0.0,0.0,0.0006809238021863469,0.9855100000000033,0
2,map_29,64,16,0.3,-4.399999999999996,0.0,0.0,0.00024345789684697853,0.973810000000006,0
3,map_29,64,16,0.3,-3.5999999999999934,0.0,0.0,0.0003276157231994148,0.9603100000000092,0
4,map_29,64,16,0.3,-3.5999999999999934,0.0,0.0,0.0002131161306654879,0.9450100000000129,0
5,map_29,64,16,0.3,-4.499999999999994,0.0,0.0,0.00017677365278359502,0.9279100000000162,0
6,map_29,64,16,0.3,-3.4999999999999942,0.0,0.0,0.0002136247306969546,0.9090100000000212,0
7,map_29,64,16,0.3,-4.8999999999999915,0.0,0.0,0.00017873311056367433,0.8883100000000259,0
8,map_29,64,16,0.3,-5.1999999999999895,0.0,0.0,0.00013956638635695875,0.8658100000000316,0
9,map_29,64,16,0.3,-5.599999999999996,0.0,0.0,0.00021018416986667683,0.8415100000000368,0
0,map_3,32,2,0.7,-0.11,2.0,100.0,0.013691071420907974,0.99982,1
1,map_3,32,2,0.7,-4.199999999999997,0.0,0.0,0.004200704011842997,0.9943300000000015,0
2,map_3,32,2,0.7,-5.199999999999999,0.0,0.0,0.0005084789981732943,0.9826300000000042,0
3,map_3,32,2,0.7,-1.4300000000000004,14.0,1300.0,0.0002647769903817859,0.9751600000000059,1
4,map_3,32,2,0.7,-0.44,5.0,400.0,0.0002869270174414851,0.9736300000000061,1
5,map_3,32,2,0.7,-7.400000000000003,0.0,0.0,0.00016200979647692292,0.9642700000000084,0
6,map_3,32,2,0.7,-0.11,2.0,100.0,7.301258301595226e-05,0.9551800000000105,1
7,map_3,32,2,0.7,-8.4,0.0,0.0,9.360797145442726e-05,0.9442900000000133,0
8,map_3,32,2,0.7,0.0,1.0,0.0,0.0,0.0,1
9,map_3,32,2,0.7,0.0,1.0,0.0,0.0,0.0,1
0,map_30,64,16,0.5,-2.999999999999999,0.0,0.0,0.0015988711497254826,0.9954100000000012,0
1,map_30,64,16,0.5,-3.2999999999999976,0.0,0.0,0.0006746071487820397,0.9855100000000033,0
2,map_30,64,16,0.5,-0.71,7.333333333333333,633.3333333333333,0.000495722958779273,0.9782200000000049,1
3,map_30,64,16,0.5,-3.239999999999998,16.25,1525.0,0.0002678052624105476,0.9705700000000069,1
4,map_30,64,16,0.5,0.09000000000000001,1.0,0.0,0.0005699687171727419,0.9647200000000082,1
5,map_30,64,16,0.5,-6.8,0.0,0.0,0.00025654277502326297,0.9556300000000104,0
6,map_30,64,16,0.5,-5.599999999999997,0.0,0.0,0.00015447987137701024,0.9367300000000148,0
7,map_30,64,16,0.5,-3.1899999999999973,17.5,1650.0,0.00015297481023362312,0.9206200000000186,1
8,map_30,64,16,0.5,-8.2,0.0,0.0,0.00015015093662301435,0.9027100000000227,0
9,map_30,64,16,0.5,-0.9500000000000001,6.5,550.0,0.00011528680915944279,0.8887600000000262,1
0,map_31,64,16,0.7,0.0,1.0,0.0,0.0,0.0,1
1,map_31,64,16,0.7,-5.700000000000002,0.0,0.0,0.0009327220024109314,0.9945100000000016,0
2,map_31,64,16,0.7,-1.6700000000000006,18.0,1700.0,0.00034319319777697437,0.9875800000000029,1
3,map_31,64,16,0.7,-1.3200000000000003,8.25,450.0,0.0005073503089079168,0.9831700000000038,1
4,map_31,64,16,0.7,-4.349999999999997,33.0,3200.0,0.0002710556031580871,0.9744400000000059,1
5,map_31,64,16,0.7,-0.13,4.0,300.0,0.00019083647445465127,0.9683200000000074,1
6,map_31,64,16,0.7,-1.2500000000000002,8.0,700.0,0.0003391923033632338,0.9667000000000078,1
7,map_31,64,16,0.7,-3.459999999999998,47.0,4600.0,0.0001903918613527861,0.9612100000000092,1
8,map_31,64,16,0.7,-0.28,4.5,350.0,0.00017266932809434365,0.9563500000000102,1
9,map_31,64,16,0.7,0.0,1.0,0.0,0.0,0.0,1
0,map_32,96,2,0.1,-1.900000000000001,0.0,0.0,0.001655009224487003,0.9954100000000012,0
1,map_32,96,2,0.1,-2.2000000000000006,0.0,0.0,0.00021846257274470797,0.9855100000000033,0
2,map_32,96,2,0.1,-3.1999999999999953,0.0,0.0,0.0002225181687078605,0.973810000000006,0
3,map_32,96,2,0.1,-2.5999999999999974,0.0,0.0,0.00021090993386678746,0.9603100000000092,0
4,map_32,96,2,0.1,-3.4999999999999933,0.0,0.0,0.00011812548210501618,0.9450100000000129,0
5,map_32,96,2,0.1,-3.5999999999999917,0.0,0.0,0.00010417974088340998,0.9279100000000162,0
6,map_32,96,2,0.1,-3.499999999999994,0.0,0.0,0.00017769786073503464,0.9090100000000212,0
7,map_32,96,2,0.1,-3.9999999999999893,0.0,0.0,0.00012126244776785218,0.8883100000000259,0
8,map_32,96,2,0.1,-4.199999999999994,0.0,0.0,0.00014167483325134246,0.8658100000000316,0
9,map_32,96,2,0.1,-3.3999999999999924,0.0,0.0,0.00018895652117082915,0.8415100000000368,0
0,map_33,96,2,0.3,-1.7000000000000008,0.0,0.0,0.0077589840767905115,0.9954100000000012,0
1,map_33,96,2,0.3,-3.0999999999999974,0.0,0.0,0.0009093645094253588,0.9855100000000033,0
2,map_33,96,2,0.3,-4.599999999999998,0.0,0.0,0.00030262033687904476,0.973810000000006,0
3,map_33,96,2,0.3,-3.899999999999996,0.0,0.0,0.00028275351014599436,0.9603100000000092,0
4,map_33,96,2,0.3,-4.299999999999995,0.0,0.0,0.0002319401578764276,0.9450100000000129,0
5,map_33,96,2,0.3,-5.499999999999996,0.0,0.0,0.0002683523890300421,0.9279100000000162,0
6,map_33,96,2,0.3,-4.49999999999999,0.0,0.0,0.0002625904162414372,0.9090100000000212,0
7,map_33,96,2,0.3,-6.199999999999998,0.0,0.0,0.0003437754938204307,0.8883100000000259,0
8,map_33,96,2,0.3,-5.9999999999999964,0.0,0.0,0.00027983859673930475,0.8658100000000316,0
9,map_33,96,2,0.3,-5.399999999999989,0.0,0.0,0.00039502041295885905,0.8415100000000368,0
0,map_34,96,2,0.5,-2.3,0.0,0.0,0.0028321551124099644,0.9954100000000012,0
1,map_34,96,2,0.5,0.0,1.0,0.0,0.0,0.0,1
2,map_34,96,2,0.5,-4.199999999999996,0.0,0.0,0.0011181169684277847,0.9846100000000038,0
3,map_34,96,2,0.5,-0.66,7.0,600.0,0.00036456063389778137,0.977770000000005,1
4,map_34,96,2,0.5,-4.499999999999996,0.0,0.0,0.00039541534659090553,0.9691300000000082,0
5,map_34,96,2,0.5,-4.199999999999994,0.0,0.0,0.00027316597050230484,0.9520300000000109,0
6,map_34,96,2,0.5,-0.33,4.0,300.0,0.00016590663290116936,0.9427600000000133,1
7,map_34,96,2,0.5,-0.88,9.0,800.0,0.00018739245206234045,0.9417700000000137,1
8,map_34,96,2,0.5,-7.17,14.222222222222221,1322.2222222222222,0.00019773347760453512,0.9296200000000162,1
9,map_34,96,2,0.5,0.0,1.0,0.0,0.0,0.0,1
0,map_35,96,2,0.7,0.18000000000000002,1.0,0.0,0.07410534843802452,0.99973,1
1,map_35,96,2,0.7,-5.600000000000002,0.0,0.0,0.005980329850475149,0.9941500000000014,0
2,map_35,96,2,0.7,-4.1699999999999955,22.666666666666668,2166.666666666667,0.000622501455198751,0.982720000000004,1
3,map_35,96,2,0.7,-3.689999999999998,20.0,1900.0,0.0005313103932003754,0.9731800000000066,1
4,map_35,96,2,0.7,-2.849999999999999,18.0,1700.0,0.00034069250437564083,0.966520000000008,1
5,map_35,96,2,0.7,-1.1400000000000001,7.5,650.0,0.00022176312112216174,0.9621100000000089,1
6,map_35,96,2,0.7,-1.01,6.0,500.0,0.00022223814713387665,0.9598600000000096,1
7,map_35,96,2,0.7,-3.189999999999998,16.666666666666668,1566.6666666666665,0.0002221781006130409,0.9544600000000107,1
8,map_35,96,2,0.7,-4.179999999999997,19.666666666666668,1866.6666666666667,0.0001506437304763902,0.944830000000013,1
9,map_35,96,2,0.7,-0.35,3.0,200.0,0.0001299630806897767,0.9391600000000142,1
0,map_36,96,4,0.1,-1.6000000000000005,0.0,0.0,0.005082534931134432,0.9954100000000012,0
1,map_36,96,4,0.1,-1.4000000000000006,0.0,0.0,0.0006073289269503827,0.9855100000000033,0
2,map_36,96,4,0.1,-3.199999999999995,0.0,0.0,0.0002515551253704221,0.973810000000006,0
3,map_36,96,4,0.1,-2.1,0.0,0.0,6.750959203145612e-05,0.9603100000000092,0
4,map_36,96,4,0.1,-2.799999999999997,0.0,0.0,7.22488081616272e-05,0.9450100000000129,0
5,map_36,96,4,0.1,-3.3999999999999932,0.0,0.0,5.6977331296366175e-05,0.9279100000000162,0
6,map_36,96,4,0.1,-3.0999999999999925,0.0,0.0,9.782130433780945e-05,0.9090100000000212,0
7,map_36,96,4,0.1,-2.899999999999995,0.0,0.0,0.00012415064625201922,0.8883100000000259,0
8,map_36,96,4,0.1,-3.799999999999987,0.0,0.0,7.548443069166611e-05,0.8658100000000316,0
9,map_36,96,4,0.1,-3.0999999999999934,0.0,0.0,0.00014877878846683806,0.8415100000000368,0
0,map_37,96,4,0.3,-2.100000000000001,0.0,0.0,0.002482995035825297,0.9954100000000012,0
1,map_37,96,4,0.3,-2.0000000000000013,0.0,0.0,0.001163857177986453,0.9855100000000033,0
2,map_37,96,4,0.3,-3.099999999999997,0.0,0.0,0.0003895580639696813,0.973810000000006,0
3,map_37,96,4,0.3,-2.6999999999999966,0.0,0.0,0.0002484685183844704,0.9603100000000092,0
4,map_37,96,4,0.3,-4.799999999999995,0.0,0.0,0.00015819097910328613,0.9450100000000129,0
5,map_37,96,4,0.3,-4.7999999999999945,0.0,0.0,0.0002860946642613271,0.9279100000000162,0
6,map_37,96,4,0.3,-4.799999999999995,0.0,0.0,0.000241735620577608,0.9090100000000212,0
7,map_37,96,4,0.3,-5.599999999999994,0.0,0.0,0.00027480789928328403,0.8883100000000259,0
8,map_37,96,4,0.3,-5.899999999999992,0.0,0.0,0.0001849123739632957,0.8658100000000316,0
9,map_37,96,4,0.3,-5.599999999999991,0.0,0.0,0.0002823792429158597,0.8415100000000368,0
0,map_38,96,4,0.5,-2.899999999999999,0.0,0.0,0.001440347856041626,0.9954100000000012,0
1,map_38,96,4,0.5,-3.6999999999999957,0.0,0.0,0.0005114943463316498,0.9855100000000033,0
2,map_38,96,4,0.5,-0.22,3.0,200.0,0.0003143551293760538,0.9799300000000046,1
3,map_38,96,4,0.5,-1.800000000000001,4.555555555555555,355.55555555555554,0.0003950633195927367,0.9761500000000055,1
4,map_38,96,4,0.5,-3.2099999999999995,10.4,642.8571428571429,0.0003746380574667972,0.9679600000000073,1
5,map_38,96,4,0.5,-4.319999999999997,14.6,942.8571428571429,0.0001469735823573299,0.9568900000000097,1
6,map_38,96,4,0.5,-2.8399999999999963,9.444444444444445,844.4444444444445,0.00018209496409413295,0.942850000000013,1
7,map_38,96,4,0.5,-3.419999999999995,9.222222222222221,822.2222222222222,0.00017540056007153286,0.9279100000000166,1
8,map_38,96,4,0.5,-0.66,7.0,600.0,0.00018178296159021556,0.9199900000000188,1
9,map_38,96,4,0.5,0.0,1.0,0.0,0.0,0.0,1
0,map_39,96,4,0.7,-2.4600000000000004,15.666666666666666,840.0,0.004383612052112332,0.9957700000000014,1
1,map_39,96,4,0.7,-0.61,4.0,300.0,0.0012026199626482346,0.9906400000000022,1
2,map_39,96,4,0.7,-3.2999999999999967,0.0,0.0,0.000720231411729141,0.9833500000000037,0
3,map_39,96,4,0.7,-2.929999999999997,21.333333333333332,2033.3333333333333,0.00019016747590660724,0.9713800000000071,1
4,map_39,96,4,0.7,-1.3600000000000003,8.5,750.0,0.00038992567169771064,0.9642700000000083,1
5,map_39,96,4,0.7,-3.0899999999999994,13.333333333333334,1233.3333333333335,0.000333125903405464,0.9593200000000089,1
6,map_39,96,4,0.7,-4.449999999999996,25.333333333333332,1420.0,0.000187260071397759,0.9490600000000112,1
7,map_39,96,4,0.7,-1.8700000000000008,12.666666666666666,660.0,0.0002522852934104063,0.9389800000000145,1
8,map_39,96,4,0.7,-0.37,4.0,300.0,0.0001660319508768485,0.9350200000000152,1
9,map_39,96,4,0.7,-3.3599999999999977,19.0,1040.0,0.000145965932785787,0.9293500000000164,1
0,map_4,32,4,0.1,-1.5000000000000004,0.0,0.0,0.0017735631347750313,0.9954100000000012,0
1,map_4,32,4,0.1,-4.099999999999996,0.0,0.0,0.00034405264353457217,0.9855100000000033,0
2,map_4,32,4,0.1,-1.7000000000000008,0.0,0.0,0.000587774358635735,0.973810000000006,0
3,map_4,32,4,0.1,-3.0999999999999948,0.0,0.0,0.00019142648147862928,0.9603100000000092,0
4,map_4,32,4,0.1,-2.199999999999998,0.0,0.0,0.00015026770714838576,0.9450100000000129,0
5,map_4,32,4,0.1,-2.599999999999996,0.0,0.0,9.396366225701058e-05,0.9279100000000162,0
6,map_4,32,4,0.1,-4.399999999999994,0.0,0.0,0.00015573636192129926,0.9090100000000212,0
7,map_4,32,4,0.1,-2.8999999999999897,0.0,0.0,0.00033948860606566693,0.8883100000000259,0
8,map_4,32,4,0.1,-3.1999999999999953,0.0,0.0,0.000249131626948768,0.8658100000000316,0
9,map_4,32,4,0.1,-2.699999999999994,0.0,0.0,0.0004292522243174192,0.8415100000000368,0
0,map_40,96,8,0.1,-1.800000000000001,0.0,0.0,0.0009338375268032451,0.9954100000000012,0
1,map_40,96,8,0.1,-1.7000000000000006,0.0,0.0,0.00012909588202395146,0.9855100000000033,0
2,map_40,96,8,0.1,-1.4000000000000006,0.0,0.0,0.00017803869912833242,0.973810000000006,0
3,map_40,96,8,0.1,-2.4999999999999947,0.0,0.0,9.996046851483698e-05,0.9603100000000092,0
4,map_40,96,8,0.1,-3.399999999999996,0.0,0.0,0.00010407924112061866,0.9450100000000129,0
5,map_40,96,8,0.1,-2.5999999999999983,0.0,0.0,8.168657483111019e-05,0.9279100000000162,0
6,map_40,96,8,0.1,-4.799999999999995,0.0,0.0,0.00010356020681104961,0.9090100000000212,0
7,map_40,96,8,0.1,-3.3999999999999893,0.0,0.0,0.00010596096735753236,0.8883100000000259,0
8,map_40,96,8,0.1,-3.59999999999999,0.0,0.0,9.865097952290223e-05,0.8658100000000316,0
9,map_40,96,8,0.1,-3.6999999999999895,0.0,0.0,0.00010264175695868159,0.8415100000000368,0
0,map_41,96,8,0.3,-2.3000000000000003,0.0,0.0,0.003151869821595028,0.9954100000000012,0
1,map_41,96,8,0.3,-2.6999999999999993,0.0,0.0,0.0015091040135303047,0.9855100000000033,0
2,map_41,96,8,0.3,-2.5999999999999974,0.0,0.0,0.00040124742933715294,0.973810000000006,0
3,map_41,96,8,0.3,-2.999999999999997,0.0,0.0,0.0002774359400973481,0.9603100000000092,0
4,map_41,96,8,0.3,-3.599999999999996,0.0,0.0,0.0003897241704786817,0.9450100000000129,0
5,map_41,96,8,0.3,-3.3999999999999932,0.0,0.0,0.00016539602169359568,0.9279100000000162,0
6,map_41,96,8,0.3,-4.599999999999993,0.0,0.0,0.0001991340443716829,0.9090100000000212,0
7,map_41,96,8,0.3,-4.0999999999999925,0.0,0.0,0.0003822608011735914,0.8883100000000259,0
8,map_41,96,8,0.3,-3.199999999999993,0.0,0.0,0.0002645271284004244,0.8658100000000316,0
9,map_41,96,8,0.3,-5.799999999999992,0.0,0.0,0.0002517177021737942,0.8415100000000368,0
0,map_42,96,8,0.5,-2.3,0.0,0.0,0.001332414502685424,0.9954100000000012,0
1,map_42,96,8,0.5,-3.999999999999996,0.0,0.0,0.0008919068482403721,0.9855100000000033,0
2,map_42,96,8,0.5,-4.999999999999997,0.0,0.0,0.00018283709562508322,0.973810000000006,0
3,map_42,96,8,0.5,-0.14999999999999997,2.0,100.0,0.0003564110025763512,0.9670600000000077,1
4,map_42,96,8,0.5,-0.33,4.0,300.0,0.0002391030138824135,0.9663400000000079,1
5,map_42,96,8,0.5,-5.4999999999999964,0.0,0.0,0.00022374403873982374,0.9570700000000099,0
6,map_42,96,8,0.5,-4.849999999999998,22.0,2100.0,0.00015298451051841346,0.9422200000000134,1
7,map_42,96,8,0.5,-7.100000000000003,0.0,0.0,0.0001712627805621499,0.9255700000000174,0
8,map_42,96,8,0.5,-6.499999999999998,0.0,0.0,0.00019270717342666243,0.9030700000000226,0
9,map_42,96,8,0.5,0.0,1.0,0.0,0.0,0.0,1
0,map_43,96,8,0.7,0.0,1.0,0.0,0.0,0.0,1
1,map_43,96,8,0.7,-4.199999999999996,0.0,0.0,0.0038508477834208557,0.9945100000000016,0
2,map_43,96,8,0.7,-0.7200000000000002,3.8333333333333335,283.33333333333337,0.0011137957811694253,0.9871300000000031,1
3,map_43,96,8,0.7,-6.4,0.0,0.0,0.0005032738660702308,0.9779500000000059,0
4,map_43,96,8,0.7,-3.0399999999999965,10.833333333333334,983.3333333333334,0.0001886315657202431,0.964990000000008,1
5,map_43,96,8,0.7,-2.37,14.0,1300.0,0.0002975126799019226,0.95680000000001,1
6,map_43,96,8,0.7,-0.5700000000000001,4.0,300.0,0.00029600361137584386,0.9537400000000107,1
7,map_43,96,8,0.7,-3.1099999999999985,42.0,4100.0,0.00025369749239804903,0.9494200000000118,1
8,map_43,96,8,0.7,-1.1500000000000004,6.5,550.0,0.0002841649518813938,0.943480000000013,1
9,map_43,96,8,0.7,-0.01999999999999999,1.5,50.0,0.00037328217877075076,0.9410500000000137,1
0,map_44,96,16,0.1,-1.5000000000000004,0.0,0.0,0.0027981593646109106,0.9954100000000012,0
1,map_44,96,16,0.1,-1.5000000000000004,0.0,0.0,0.0005860063660899566,0.9855100000000033,0
2,map_44,96,16,0.1,-2.2,0.0,0.0,0.00018550623743586973,0.973810000000006,0
3,map_44,96,16,0.1,-2.999999999999998,0.0,0.0,0.0005124860620981053,0.9603100000000092,0
4,map_44,96,16,0.1,-3.5999999999999948,0.0,0.0,0.0004488796491285838,0.9450100000000129,0
5,map_44,96,16,0.1,-3.299999999999994,0.0,0.0,0.0002570206250675255,0.9279100000000162,0
6,map_44,96,16,0.1,-4.19999999999999,0.0,0.0,0.0003678535816354931,0.9090100000000212,0
7,map_44,96,16,0.1,-3.3999999999999932,0.0,0.0,0.0002683597467087869,0.8883100000000259,0
8,map_44,96,16,0.1,-4.299999999999987,0.0,0.0,0.00020245079929456832,0.8658100000000316,0
9,map_44,96,16,0.1,-4.899999999999989,0.0,0.0,0.0001981600966246333,0.8415100000000368,0
0,map_45,96,16,0.3,-2.899999999999998,0.0,0.0,0.003019155057845637,0.9954100000000012,0
1,map_45,96,16,0.3,-3.1999999999999975,0.0,0.0,0.0007966381822673914,0.9855100000000033,0
2,map_45,96,16,0.3,-3.0999999999999965,0.0,0.0,0.0002857200432377535,0.973810000000006,0
3,map_45,96,16,0.3,-3.9999999999999933,0.0,0.0,0.0003019946813765273,0.9603100000000092,0
4,map_45,96,16,0.3,-4.499999999999994,0.0,0.0,0.00015906820950072466,0.9450100000000129,0
5,map_45,96,16,0.3,-4.499999999999992,0.0,0.0,0.00015191253860393771,0.9279100000000162,0
6,map_45,96,16,0.3,-6.1999999999999975,0.0,0.0,0.00020161298204832498,0.9090100000000212,0
7,map_45,96,16,0.3,-5.39999999999999,0.0,0.0,0.00013880603513219587,0.8883100000000259,0
8,map_45,96,16,0.3,-2.599999999999997,0.0,0.0,0.0002893168112048163,0.8658100000000316,0
9,map_45,96,16,0.3,-6.0999999999999925,0.0,0.0,0.00020699221555072915,0.8415100000000368,0
0,map_46,96,16,0.5,-2.2999999999999994,0.0,0.0,0.008968976228497922,0.9954100000000012,0
1,map_46,96,16,0.5,0.0,1.0,0.0,0.0,0.0,1
2,map_46,96,16,0.5,-0.01999999999999999,1.5,50.0,0.0030839041573926806,0.9907300000000021,1
3,map_46,96,16,0.5,-1.05,8.0,700.0,0.00228222762234509,0.9892000000000025,1
4,map_46,96,16,0.5,-4.999999999999995,0.0,0.0,0.0005065723967466814,0.9797500000000046,0
5,map_46,96,16,0.5,-0.8999999999999999,11.0,1000.0,0.00020447734859772027,0.9707500000000067,1
6,map_46,96,16,0.5,-1.6200000000000006,23.0,2200.0,0.00011483296789678703,0.9678700000000074,1
7,map_46,96,16,0.5,-4.679999999999998,9.88888888888889,888.8888888888889,0.0003228779562711927,0.9579700000000092,1
8,map_46,96,16,0.5,-8.1,0.0,0.0,0.00021621618389662428,0.9383500000000141,0
